,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,Aggregate,,,,,,,,,,,,,Auto,,,,,,,,,Switch/Scale,,,,,,,,Vault,,,,,,,,,,Endgame,,,,,,,,Miscellaneous,,,,,,,Awards,,,,,,,,,,,,,,,,,,,
team Number,nickname,home Championship,event,Week,winning Margin Elo,total Points,winning Margin,ranking Points,auto Points,teleop Excluding Endgame Points,endgame Points,auto Elo Points,scale Elo Points,switch and Scale Elo Points,win,opponent Switch Deactivated Seconds,placeholder,auto Run Points,auto Run Rate,auto Switch Ownership Seconds,auto Switch At Zero,auto Scale Ownership Seconds,auto Scale Ownership Margin,auto Ownership Points,auto Ownership Points Margin,auto Quest Ranking Point,teleop Switch Ownership Seconds,teleop Switch Force Seconds,teleop Switch Boost Seconds,teleop Scale Ownership Seconds,teleop Scale Force Seconds,teleop Scale Boost Seconds,teleop Ownership Points,teleop Ownership Points Margin,vault Force Played,vault Force Total,average Force Efficiency,vault Levitate Played,vault Levitate Total,average Levitate Efficiency,vault Boost Played,vault Boost Total,average Boost Efficiency,vault Points,parking Points,climbing Points,levitate Points,climb Rate,adjusted Levitate Rate,adjusted Climb Or Levitate Rate,adjusted Individual Endgame Points,face The Boss Ranking Point,foul Count,fouls Drawn,tech Foul Count,tech Fouls Drawn,foul Points,foul Points Drawn,tba Ranking Points Earned,Chairman's Strength (mCA),,,,,,,,,,,,,,,,,,,
6624,Marinette RoboMarines,Detroit,Wisconsin Regional,4,1401,25.37,-155.43,-0.33,5.73,8.98,13.25,-1.00,-1.00,-1.00,0.13,-8.77,-1.00,3.67,0.60,1.34,0.16,-0.30,-0.61,2.07,-5.74,0.08,20.84,0.34,0.43,-16.84,1.63,-0.74,3.69,-113.99,0.35,0.22,0.40,0.69,0.75,0.31,0.09,0.08,0.20,5.29,1.43,5.16,6.66,0.10,0.27,0.37,12.50,0.01,0.01,0.10,0.32,-0.12,8.09,-2.59,-1.00,0,,,,,,,,,,,,,,,,,,,
6626,Andrews' Robohana,Houston,Palmetto Regional,1,1397,26.51,-118.53,0.09,5.81,14.88,7.39,-1.00,-1.00,-1.00,0.35,0.17,-1.00,3.86,0.67,0.44,0.01,0.53,0.98,1.95,1.44,-0.03,17.67,-0.02,-1.60,-0.95,0.29,-0.16,14.95,-75.48,0.08,0.10,0.35,0.33,0.37,0.10,-0.40,-0.48,0.48,-0.07,4.73,-0.53,3.19,0.00,0.19,0.19,7.22,0.00,1.12,0.90,0.27,-0.24,12.29,-1.58,-1.00,0,,,,,,,,,,,,,,,,,,,
6627,Niles Nordic Knights,Detroit,FIM District St. Joseph Event,2,1356,34.04,-117.71,-0.21,3.12,22.13,5.14,-1.00,-1.00,-1.00,0.24,1.11,-1.00,3.70,0.92,-0.45,-0.03,0.16,-0.66,-0.58,-1.71,-0.04,20.79,-1.23,-0.98,0.96,-2.36,1.16,21.93,-71.78,-0.46,-0.42,0.27,0.21,0.47,0.20,-0.02,-0.01,0.26,0.20,3.51,-0.74,2.37,0.08,0.22,0.31,12.08,-0.03,-0.33,-0.27,0.13,0.20,1.57,3.64,-1.00,0,,,,,,,,,,,,,,,,,,,
6627,Niles Nordic Knights,Detroit,FIM District Traverse City Event,1,1390,26.70,-65.53,-0.32,1.40,18.65,7.56,-1.00,-1.00,-1.00,0.44,10.01,-1.00,4.38,0.92,-1.19,-0.16,-0.30,-0.81,-2.98,-1.48,-0.14,16.86,0.90,0.30,0.87,0.32,-1.09,16.95,-48.15,0.21,0.29,0.24,0.11,0.20,0.30,-0.05,-0.15,0.36,1.70,1.87,4.60,1.09,0.00,0.19,0.19,8.75,0.00,0.81,-0.53,0.05,0.07,5.44,-0.83,-1.00,0,,,,,,,,,,,,,,,,,,,
6628,KMS ROBOTICS,Detroit,Lake Superior Regional,2,1515,135.88,26.06,1.17,11.54,96.70,21.31,-1.00,-1.00,-1.00,0.47,22.01,-1.00,6.48,1.00,2.54,0.32,-0.01,0.21,5.06,-2.24,0.40,41.35,6.19,6.60,24.44,5.74,1.88,74.27,24.19,2.08,1.93,0.31,1.38,1.13,0.46,1.47,1.42,0.13,22.43,2.00,5.05,14.26,0.08,0.41,0.49,17.31,-0.06,0.17,0.19,0.18,0.22,5.38,6.34,-1.00,0,,,,,,,,,,,,,,,,,,,
6630,F.U.N.  (Fiercely Uknighted Nation),Detroit,Seven Rivers Regional,6,1545,116.71,-11.58,0.99,10.86,70.68,30.36,-1.00,-1.00,-1.00,0.33,9.57,-1.00,5.18,1.00,3.21,0.43,-0.37,-0.53,5.68,0.32,0.45,39.83,0.89,2.20,15.23,2.00,0.71,57.96,-12.45,0.46,1.01,0.03,1.03,1.01,0.34,0.12,0.53,0.25,12.72,-0.53,20.55,10.35,0.75,0.13,0.88,26.25,0.32,-0.28,0.57,0.40,0.08,8.60,4.80,-1.00,912,,,,,,,,,,,,,,,,,,,
6630,F.U.N.  (Fiercely Uknighted Nation),Detroit,Iowa Regional,4,1519,85.65,-53.78,0.27,8.16,51.25,15.17,-1.00,-1.00,-1.00,0.48,-15.05,-1.00,5.41,0.89,1.67,0.18,-0.30,-0.17,2.74,-3.74,0.17,40.19,0.33,3.10,-1.14,3.18,0.08,42.24,-57.23,0.65,0.39,0.45,0.88,1.07,0.23,0.27,0.34,0.33,9.02,2.32,4.01,8.83,0.00,0.31,0.31,12.22,-0.02,0.84,-0.36,-0.24,0.52,-1.78,11.08,-1.00,488,,,,,,,,,,,,,,,,,,,
6631,Reese Rockets High School Robotics,Detroit,FIM District Midland Event,4,1363,41.21,-104.39,-0.27,4.95,22.43,11.11,-1.00,-1.00,-1.00,-0.07,-1.90,-1.00,1.96,0.58,1.43,0.16,0.06,-0.24,2.99,-2.88,-0.06,26.19,0.21,0.53,-7.39,0.92,-0.49,18.84,-79.95,0.21,0.18,0.34,0.52,0.43,0.37,0.07,0.11,0.26,3.60,0.84,5.40,4.87,0.25,0.22,0.47,15.83,-0.02,-0.03,0.62,0.40,-0.02,9.92,2.72,-1.00,0,,,,,,,,,,,,,,,,,,,
6631,Reese Rockets High School Robotics,Detroit,FIM District Kettering University Event #2,2,1440,64.73,-41.04,0.17,5.68,43.52,7.05,-1.00,-1.00,-1.00,0.23,2.82,-1.00,3.46,0.58,0.02,0.00,1.09,1.19,2.23,-2.23,-0.16,21.27,0.21,-1.02,20.60,0.37,0.64,41.50,-28.81,0.16,-0.02,0.42,0.46,0.49,0.30,-0.01,-0.07,0.34,2.03,3.38,-1.51,5.18,0.08,0.24,0.32,12.08,-0.01,0.29,0.09,-0.25,0.32,-4.77,8.46,-1.00,0,,,,,,,,,,,,,,,,,,,
6632,Supreme Robotics,Detroit,ONT District McMaster University Event,6,1509,118.65,-14.08,0.16,15.71,69.64,17.28,-1.00,-1.00,-1.00,0.39,-5.09,-1.00,4.67,1.00,3.15,0.45,2.37,0.92,11.04,11.90,0.32,34.42,-0.87,-0.56,31.62,0.94,-0.79,64.68,-5.12,0.20,0.51,0.15,0.41,0.44,0.33,-0.15,0.04,0.12,4.96,0.59,12.58,4.12,0.50,0.18,0.68,21.79,-0.07,1.31,-0.38,0.12,0.72,9.60,16.03,-1.00,210,,,,,,,,,,,,,,,,,,,
6632,Supreme Robotics,Detroit,ONT District York University Event,4,1480,72.48,-34.88,0.32,3.55,57.26,12.79,-1.00,-1.00,-1.00,0.33,-5.59,-1.00,4.74,1.00,-1.73,-0.12,1.14,0.51,-1.19,-6.47,-0.01,14.66,0.39,3.52,29.32,1.63,1.97,49.45,-9.52,0.35,0.34,0.33,0.20,0.45,0.13,0.76,0.77,0.29,7.80,2.29,8.51,1.98,0.31,0.21,0.52,18.13,0.07,0.57,0.01,0.38,-0.05,12.39,-1.12,-1.00,210,,,,,,,,,,,,,,,,,,,
6633,Robo-Elephants,Detroit,FIM District Livonia Event,5,1295,48.44,-88.88,-0.21,3.03,21.66,6.79,-1.00,-1.00,-1.00,0.26,-14.03,-1.00,2.97,0.83,0.49,0.03,-0.46,-0.28,0.06,-7.65,-0.09,17.35,1.42,0.95,-0.29,0.90,-0.44,17.57,-86.17,0.38,0.20,0.41,-0.14,-0.05,0.29,0.52,0.67,0.11,4.09,4.07,4.11,-1.40,0.08,0.22,0.31,12.92,0.03,0.82,0.75,-0.16,0.53,0.15,16.94,-1.00,0,,,,,,,,,,,,,,,,,,,
6633,Robo-Elephants,Detroit,FIM District Southfield Event,1,1299,5.88,-136.65,-0.11,2.12,-6.04,6.14,-1.00,-1.00,-1.00,0.15,-4.79,-1.00,2.93,0.42,-0.45,-0.05,0.04,-0.52,-0.81,-1.24,0.02,14.05,1.71,-0.16,-22.26,-0.19,-0.87,-9.23,-115.39,0.13,0.08,0.41,0.09,0.59,0.14,-0.25,-0.03,0.32,3.19,1.65,3.59,0.90,0.00,0.25,0.25,9.17,0.05,0.26,0.51,0.28,0.04,8.20,3.66,-1.00,0,,,,,,,,,,,,,,,,,,,
6635,Jaxon Falcon Works,Detroit,FIM District Lansing Event,4,1374,44.98,-104.49,0.04,5.34,25.21,14.12,-1.00,-1.00,-1.00,0.23,-12.03,-1.00,3.51,1.00,1.08,0.21,-0.16,-0.09,1.83,-8.42,0.10,12.13,-0.21,1.70,4.67,0.96,0.73,19.22,-71.06,0.20,0.14,0.38,0.61,0.82,0.19,0.31,0.24,0.36,5.99,0.87,7.16,6.09,0.00,0.40,0.40,14.64,0.07,0.51,0.64,0.61,-0.12,17.87,0.31,-1.00,0,,,,,,,,,,,,,,,,,,,
6635,Jaxon Falcon Works,Detroit,FIM District Kettering University Event #2,2,1439,29.35,-37.01,-0.06,-0.70,24.07,-1.11,-1.00,-1.00,-1.00,-0.03,16.58,-1.00,0.03,0.08,0.14,0.01,-0.51,-0.23,-0.74,-4.13,-0.21,9.36,-1.53,-1.07,15.48,0.65,-0.74,23.03,-21.45,-0.03,0.27,0.17,-0.32,-0.36,0.40,0.24,0.29,0.09,1.04,1.04,0.48,-2.63,0.00,0.18,0.18,6.67,-0.04,0.54,0.72,-0.08,0.14,0.62,7.09,-1.00,0,,,,,,,,,,,,,,,,,,,
6636,Full Metal Beavers,Detroit,SBPLI Long Island Regional #1,6,1297,34.76,-171.27,0.25,3.20,18.33,12.89,-1.00,-1.00,-1.00,0.37,-12.60,-1.00,5.18,0.92,-0.78,-0.06,-0.21,-0.08,-1.98,-8.57,-0.03,14.75,0.86,-0.61,2.81,-0.37,-0.75,16.20,-79.79,0.05,0.02,0.28,0.67,0.71,0.37,-0.08,-0.30,0.41,2.12,2.91,3.28,6.70,0.08,0.21,0.29,11.25,0.07,2.16,0.31,1.98,-0.05,60.38,0.34,-1.00,210,,,,,,,,,,,,,,,,,,,
6637,BetaWolves,Detroit,FIM District Alpena Event,6,1504,96.91,-2.90,0.55,7.82,72.29,16.72,-1.00,-1.00,-1.00,0.16,0.84,-1.00,4.17,1.00,1.92,0.27,-0.10,-1.22,3.65,2.12,0.16,27.59,1.57,0.45,35.89,0.02,1.67,65.59,16.31,0.22,0.23,0.26,0.89,0.82,0.38,0.32,0.29,0.33,6.69,1.71,6.06,8.95,0.21,0.25,0.46,16.07,0.03,-0.25,0.07,0.38,-0.01,8.24,0.09,-1.00,234,,,,,,,,,,,,,,,,,,,
6637,BetaWolves,Detroit,FIM District Escanaba Event,3,1571,99.14,34.64,0.94,8.24,84.17,7.61,-1.00,-1.00,-1.00,0.30,30.45,-1.00,4.69,1.00,1.82,0.39,-0.04,-0.77,3.55,1.66,0.29,48.85,0.81,2.79,22.08,0.59,1.19,74.91,50.12,0.33,0.50,0.20,0.75,0.72,0.32,0.49,0.63,0.18,9.26,3.01,-2.76,7.36,0.06,0.25,0.31,12.35,-0.02,-0.31,0.14,0.17,-0.06,2.62,-0.89,-1.00,234,,,,,,,,,,,,,,,,,,,
6638,Fulton Pirates,Detroit,FIM District Alpena Event,6,1342,56.40,-87.60,0.37,5.64,35.35,13.75,-1.00,-1.00,-1.00,0.33,-18.63,-1.00,4.86,1.00,0.42,0.20,-0.03,0.10,0.78,-9.02,0.26,18.71,-0.75,-0.56,9.45,1.01,1.52,29.11,-68.10,0.19,0.27,0.22,0.79,0.71,0.39,0.30,0.28,0.24,6.24,2.81,3.04,7.90,0.00,0.31,0.31,11.67,0.00,0.08,0.04,0.20,0.06,5.43,1.67,-1.00,0,,,,,,,,,,,,,,,,,,,
6638,Fulton Pirates,Detroit,FIM District Lansing Event,4,1388,21.80,-72.12,-0.29,0.45,19.19,0.95,-1.00,-1.00,-1.00,0.05,10.06,-1.00,2.09,0.50,-0.69,-0.08,-0.12,-0.13,-1.63,-6.86,-0.34,10.05,-0.21,-1.32,6.47,1.20,-0.24,14.96,-43.11,0.46,0.34,0.27,0.28,0.46,0.21,0.13,0.05,0.18,4.23,1.69,-3.58,2.84,0.08,0.21,0.29,10.42,-0.02,-0.05,-0.03,0.03,0.05,0.49,1.18,-1.00,0,,,,,,,,,,,,,,,,,,,
6639,The Mechanical Minds ,Houston,NC District Forsyth County Event,5,1338,10.32,-99.35,0.18,6.01,-1.18,5.93,-1.00,-1.00,-1.00,0.40,-14.96,-1.00,4.29,1.00,0.92,0.10,-0.06,0.13,1.72,-1.86,0.16,1.62,2.05,1.31,-7.24,2.67,-0.80,-5.11,-89.80,0.75,0.55,0.44,-0.02,0.16,0.20,0.19,0.08,0.23,3.94,3.84,2.32,-0.22,0.08,0.15,0.24,10.42,0.00,0.05,0.16,0.09,-0.05,2.39,-0.46,-1.00,256,,,,,,,,,,,,,,,,,,,
6639,The Mechanical Minds ,Houston,NC District UNC Asheville Event,4,1426,65.84,-43.80,-0.36,2.62,36.20,10.03,-1.00,-1.00,-1.00,0.29,8.68,-1.00,4.04,1.00,-1.82,-0.05,1.11,1.41,-1.42,-5.63,-0.07,42.87,2.19,-0.90,-11.08,0.70,-0.24,30.66,-38.11,0.32,0.41,0.30,1.00,0.91,0.39,-0.14,-0.21,0.33,5.54,3.38,-3.39,10.04,0.08,0.26,0.35,12.50,0.00,-0.23,0.08,0.24,0.67,4.89,17.05,-1.00,64,,,,,,,,,,,,,,,,,,,
6640,Metal Eagles,Houston,Arkansas Rock City Regional,2,1447,72.52,-49.05,0.13,4.35,43.19,18.74,-1.00,-1.00,-1.00,0.24,14.14,-1.00,4.64,1.00,-0.19,0.01,0.04,-0.13,-0.29,-4.86,-0.04,15.41,0.79,-0.29,20.98,-0.62,0.99,37.10,-22.45,-0.10,-0.01,0.34,1.21,0.96,0.48,0.30,0.27,0.23,6.09,3.69,2.95,12.10,0.00,0.32,0.32,12.50,-0.01,2.39,-0.18,0.10,0.28,14.31,6.22,-1.00,0,,,,,,,,,,,,,,,,,,,
6642,Harrison Stingers of Steel,Detroit,FIM District Lakeview Event,6,1415,94.22,-31.90,0.18,7.18,59.96,13.56,-1.00,-1.00,-1.00,0.45,15.71,-1.00,5.40,1.00,0.73,0.09,0.16,-1.04,1.78,2.55,0.17,54.10,-0.19,-0.13,-2.07,0.34,1.31,53.20,-29.70,0.48,0.54,0.02,0.61,0.69,0.30,0.25,0.13,0.27,6.76,1.64,5.79,6.13,0.00,0.35,0.35,12.14,-0.04,-0.09,0.93,0.11,0.36,2.25,13.52,-1.00,0,,,,,,,,,,,,,,,,,,,
6642,Harrison Stingers of Steel,Detroit,FIM District Waterford Event,2,1366,37.51,-91.81,-0.31,6.49,22.54,0.65,-1.00,-1.00,-1.00,0.36,3.33,-1.00,4.01,0.75,0.99,0.11,0.25,-0.31,2.48,0.21,0.14,28.05,0.23,-0.75,-4.91,-0.38,-0.30,22.08,-56.23,-0.10,-0.07,0.32,0.14,0.28,0.24,-0.22,-0.11,0.33,0.46,3.39,-4.12,1.38,0.00,0.22,0.22,8.33,-0.03,0.17,0.98,0.23,0.12,6.69,7.83,-1.00,0,,,,,,,,,,,,,,,,,,,
6643,Walnuts and Bolts,Detroit,Wisconsin Regional,4,1421,28.79,-85.52,-0.08,2.58,20.75,11.78,-1.00,-1.00,-1.00,0.38,-2.10,-1.00,2.22,0.60,0.13,0.12,0.05,-0.68,0.36,-3.22,-0.04,-6.94,3.67,0.13,18.87,0.56,0.43,12.49,-54.75,0.58,0.47,0.37,0.80,1.03,0.23,0.27,0.15,0.19,8.26,1.36,2.34,8.09,0.00,0.33,0.33,12.00,-0.03,1.08,-0.21,0.15,-0.21,9.01,-6.33,-1.00,0,,,,,,,,,,,,,,,,,,,
6644,Atomic Automatons,Houston,Sacramento Regional,4,1445,64.15,-70.01,-0.10,1.60,32.22,10.76,-1.00,-1.00,-1.00,0.19,-10.04,-1.00,1.77,0.38,0.02,-0.04,-0.10,0.10,-0.17,-1.56,-0.23,31.95,-1.87,2.85,1.09,-0.10,-2.69,33.20,-63.69,-0.19,-0.38,0.39,0.52,0.42,0.39,-0.17,-0.25,0.39,-0.98,1.87,3.00,5.88,0.13,0.31,0.44,13.75,-0.03,0.24,1.16,-0.10,0.55,-1.19,19.56,-1.00,0,,,,,,,,,,,,,,,,,,,
6645,Alloy Obsession,Houston,Lone Star South Regional,6,1376,17.94,-133.52,-0.43,3.74,11.56,1.84,-1.00,-1.00,-1.00,0.29,-6.37,-1.00,4.18,0.65,0.01,-0.01,-0.23,-1.15,-0.44,-6.76,0.02,19.86,2.01,0.03,-14.46,1.96,-0.99,4.44,-102.93,0.65,0.74,0.22,0.77,0.67,0.34,-0.07,0.01,0.22,7.12,2.16,-7.97,7.65,0.00,0.44,0.44,14.25,-0.13,0.00,0.13,-0.01,0.01,-0.25,0.81,-1.00,60,,,,,,,,,,,,,,,,,,,
6646,The Belton New Tech SpaceMakers,Houston,Dallas Regional,1,1422,33.12,-82.08,0.01,4.10,9.25,15.21,-1.00,-1.00,-1.00,0.28,-3.81,-1.00,5.68,1.00,-0.67,-0.04,-0.12,0.25,-1.59,-3.58,0.08,20.46,1.74,0.19,-13.59,-1.39,-0.76,6.29,-80.64,-0.08,-0.13,0.37,0.75,0.91,0.29,-0.20,-0.19,0.21,2.96,4.35,3.39,7.47,0.11,0.22,0.33,12.78,0.06,0.51,0.14,0.18,0.15,7.12,4.55,-1.00,0,,,,,,,,,,,,,,,,,,,
6647,VOLTEC Robotics,Houston,Laguna Regional,4,1616,169.81,98.11,0.74,8.58,133.94,19.63,-1.00,-1.00,-1.00,0.28,8.78,-1.00,4.11,0.88,2.31,0.40,-0.07,-0.11,4.47,1.74,0.19,55.99,0.90,3.63,54.29,1.87,2.93,116.83,92.25,0.57,0.79,0.16,1.29,1.35,0.38,0.88,1.28,0.06,17.10,1.52,5.25,12.87,0.00,0.29,0.29,9.69,0.00,-0.47,1.39,1.00,0.03,22.73,7.66,-1.00,424,,,,,,,,,,,,,,,,,,,
6647,VOLTEC Robotics,Houston,Arkansas Rock City Regional,2,1477,74.09,-50.47,0.02,10.13,53.26,20.79,-1.00,-1.00,-1.00,0.29,-8.72,-1.00,4.71,0.92,2.57,0.25,0.15,0.34,5.43,1.88,0.11,25.50,1.96,3.18,6.45,5.27,0.73,35.86,-60.47,1.36,1.36,0.33,1.31,1.40,0.24,0.61,0.72,0.12,17.40,2.64,5.05,13.10,0.00,0.33,0.33,12.08,-0.01,1.22,-1.00,0.28,-0.20,13.22,-10.10,-1.00,96,,,,,,,,,,,,,,,,,,,
6647,VOLTEC Robotics,Houston,Monterrey Regional,1,1506,107.80,7.69,0.40,3.23,85.42,15.30,-1.00,-1.00,-1.00,0.29,-7.35,-1.00,3.63,1.00,-0.21,-0.05,0.01,0.03,-0.40,-4.97,-0.05,45.60,0.19,2.34,25.90,-0.96,1.55,75.39,9.25,-0.26,-0.01,0.16,1.34,1.32,0.39,0.28,0.69,0.25,10.03,0.92,0.95,13.43,0.00,0.24,0.24,10.36,-0.01,0.38,0.81,0.07,-0.01,3.70,3.92,-1.00,96,,,,,,,,,,,,,,,,,,,
6648,MechaSpartans,Detroit,New York City Regional,6,1458,20.56,-40.15,-0.10,1.20,3.57,13.06,-1.00,-1.00,-1.00,0.22,12.66,-1.00,2.80,0.50,-0.61,-0.08,-0.19,0.06,-1.60,-3.52,-0.10,-7.09,0.70,-0.77,11.17,-0.41,-0.43,2.88,-33.66,0.00,-0.18,0.38,0.51,0.50,0.34,-0.36,-0.18,0.22,0.70,0.35,7.61,5.10,0.00,0.27,0.27,9.50,0.00,1.22,0.05,0.21,0.10,11.26,2.73,-1.00,0,,,,,,,,,,,,,,,,,,,
6649,CHA Circuits ,Detroit,FIM District Midland Event,4,1439,123.22,37.06,0.50,11.74,95.82,11.88,-1.00,-1.00,-1.00,0.31,10.23,-1.00,4.85,0.79,3.24,0.32,0.21,0.00,6.89,4.98,0.15,43.78,3.87,0.52,37.32,1.67,2.43,84.04,41.98,0.69,0.72,0.34,1.03,0.96,0.36,0.74,0.68,0.24,11.78,4.23,-2.57,10.22,0.14,0.30,0.44,16.07,-0.02,0.13,0.48,0.42,0.06,11.08,3.78,-1.00,0,,,,,,,,,,,,,,,,,,,
6649,CHA Circuits ,Detroit,FIM District Gaylord Event,3,1347,48.24,-76.51,0.04,4.10,30.53,10.06,-1.00,-1.00,-1.00,0.02,-10.52,-1.00,4.16,0.92,-0.08,-0.03,0.05,-1.02,-0.06,-1.45,0.06,2.90,0.54,0.08,19.77,1.33,1.46,24.22,-47.64,0.32,0.41,0.21,0.67,0.52,0.39,0.37,0.33,0.32,6.31,3.98,-0.61,6.69,0.00,0.24,0.24,10.00,-0.02,-0.12,0.26,0.88,0.09,21.36,3.55,-1.00,0,,,,,,,,,,,,,,,,,,,
6651,Golden Bots,Detroit,Wisconsin Regional,4,1424,77.45,-28.72,0.66,8.65,52.45,14.10,-1.00,-1.00,-1.00,0.45,-0.86,-1.00,5.96,1.00,0.18,0.08,1.17,1.83,2.69,-2.46,0.20,28.69,1.64,-0.47,16.22,1.78,-0.56,43.88,-26.53,0.55,0.57,0.35,0.90,0.98,0.25,0.12,0.17,0.21,8.57,4.22,0.90,8.99,0.00,0.35,0.35,12.00,0.01,0.29,-0.17,0.40,0.12,11.39,2.25,-1.00,0,,,,,,,,,,,,,,,,,,,
6651,Golden Bots,Detroit,Central Illinois Regional,3,1441,27.20,-69.54,0.10,4.10,26.88,2.53,-1.00,-1.00,-1.00,0.14,6.76,-1.00,2.70,0.50,0.46,0.12,0.24,0.03,1.40,-2.92,-0.22,12.12,-0.80,-0.61,13.64,-1.88,-0.24,24.91,-45.95,-0.37,-0.38,0.36,0.67,0.76,0.29,-0.15,0.02,0.23,1.97,0.62,-4.77,6.69,0.00,0.32,0.32,10.42,-0.06,-0.30,0.23,-0.32,-0.30,-9.44,-6.32,-1.00,0,,,,,,,,,,,,,,,,,,,
6652,TigreRobotics,Houston,Bayou Regional,4,1369,40.20,-71.04,-0.24,4.19,25.01,-2.06,-1.00,-1.00,-1.00,0.31,8.36,-1.00,2.81,1.00,0.75,0.10,-0.06,-0.05,1.37,-2.76,0.07,9.48,0.70,-1.07,12.97,0.05,0.85,22.24,-48.74,0.06,0.15,0.32,0.27,0.34,0.34,0.26,0.07,0.28,2.77,3.58,-8.32,2.68,0.00,0.20,0.20,9.44,0.00,-0.42,1.53,0.10,0.22,0.35,13.05,-1.00,948,,,,,,,,,,,,,,,,,,,
6652,TigreRobotics,Houston,Monterrey Regional,1,1412,36.13,-72.11,0.12,4.56,5.27,10.26,-1.00,-1.00,-1.00,0.29,8.18,-1.00,5.68,1.00,-0.62,-0.10,0.06,0.08,-1.12,1.44,0.05,5.09,-0.10,-1.19,-0.55,-0.95,0.37,3.72,-70.87,-0.21,-0.05,0.22,0.01,0.13,0.18,-0.07,0.23,0.24,1.55,1.21,8.91,0.14,0.27,0.05,0.32,11.82,0.00,0.06,0.74,0.00,0.49,0.22,16.03,-1.00,288,,,,,,,,,,,,,,,,,,,
6654,Central Robobcatics,Houston,Smoky Mountains Regional,4,1376,62.15,-86.67,0.11,10.51,38.24,7.88,-1.00,-1.00,-1.00,0.37,-5.37,-1.00,5.50,1.00,2.85,0.40,-0.35,-0.71,5.00,2.34,0.36,33.44,1.59,1.76,-4.33,-1.27,-0.69,30.18,-74.66,-0.11,0.26,0.22,0.16,0.50,0.19,0.61,0.86,0.15,8.06,3.51,2.35,2.02,0.00,0.25,0.25,10.50,-0.04,-0.07,-0.29,-0.15,0.28,-4.19,5.52,-1.00,0,,,,,,,,,,,,,,,,,,,
6655,Texan Robotics,Houston,Dallas Regional,1,1477,35.68,-63.25,0.37,6.76,29.34,12.80,-1.00,-1.00,-1.00,0.44,4.09,-1.00,7.39,1.00,-0.15,-0.03,-0.16,-0.01,-0.63,-4.56,0.12,18.52,-1.00,1.11,8.14,-0.16,-0.34,27.42,-41.36,-0.30,-0.18,0.24,0.90,0.76,0.39,-0.09,-0.20,0.36,1.91,1.29,2.48,9.03,0.09,0.27,0.36,11.82,0.01,-0.23,-0.31,0.27,-0.47,5.49,-13.22,-1.00,0,,,,,,,,,,,,,,,,,,,
6656,Ryu Botics,Houston,Arizona North Regional,2,1431,54.62,-27.66,0.05,3.85,40.18,10.98,-1.00,-1.00,-1.00,0.21,1.28,-1.00,5.86,1.00,-1.25,-0.11,0.25,-0.19,-2.01,-4.91,0.09,20.29,-1.63,0.01,16.12,2.24,0.27,36.70,-34.30,0.26,0.20,0.39,0.05,0.26,0.22,0.31,0.24,0.17,3.48,0.44,10.07,0.47,0.11,0.26,0.37,13.33,0.03,0.44,0.48,-0.27,-0.11,-4.56,-0.40,-1.00,0,,,,,,,,,,,,,,,,,,,
6657,Arborbotics,Houston,Central Valley Regional,6,1486,78.22,-11.06,0.44,4.11,67.09,10.81,-1.00,-1.00,-1.00,0.26,8.29,-1.00,4.22,0.92,1.06,0.24,-1.12,-2.32,-0.11,-2.80,0.25,41.26,0.64,2.74,11.45,3.19,1.59,57.03,-10.98,0.67,0.60,0.42,0.75,0.67,0.38,0.91,0.74,0.21,10.06,2.30,0.47,8.05,0.08,0.31,0.39,13.75,-0.12,-0.43,0.55,-0.01,-0.26,-2.46,-3.79,-1.00,0,,,,,,,,,,,,,,,,,,,
6658,Rockbotics,Houston,Los Angeles Regional,3,1370,41.91,-70.78,-0.05,1.99,20.32,-3.79,-1.00,-1.00,-1.00,0.08,-10.37,-1.00,2.48,0.67,-0.19,-0.06,-0.05,-0.04,-0.48,-4.59,-0.04,8.65,1.91,-2.25,15.08,0.44,-0.52,20.97,-51.84,0.24,0.15,0.40,-0.19,0.30,0.07,-0.46,-0.58,0.50,-0.64,5.34,-7.26,-1.87,0.00,0.13,0.13,5.56,-0.01,0.41,0.02,0.13,0.93,5.23,23.38,-1.00,0,,,,,,,,,,,,,,,,,,,
6659,Cougar Robotics,Houston,San Diego Regional presented by Qualcomm,2,1480,50.55,-7.15,0.57,3.58,49.64,7.45,-1.00,-1.00,-1.00,0.30,7.53,-1.00,5.04,0.88,-0.54,0.03,-0.19,0.27,-1.46,1.92,0.30,50.56,0.47,-0.89,-2.92,-1.38,-0.68,46.08,-5.11,-0.28,-0.26,0.33,0.94,0.75,0.43,0.00,0.23,0.18,3.57,3.28,-5.25,9.42,0.00,0.27,0.27,8.75,-0.03,0.58,-0.48,-0.14,-0.31,-0.68,-10.13,-1.00,0,,,,,,,,,,,,,,,,,,,
